"Education_Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Total","Female","Male","Urban","Rural","Poorest","Second","Middle","Fourth","Richest","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"1490","34","7","0","0","","","","","","","","","","","CAN","Canada","NA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1491","35","7","5","1","11.1999998092651","8.19999980926514","15.8000001907349","23.1000003814697","2.59999990463257","1.10000002384186","2.09999990463257","2.79999995231628","12.1999998092651","33.5","CAF","Central African Republic","SSA","Least Developed","Completion Rate - Lower Secondary","2010","MICS","Multiple Indicator Cluster Surveys"
"1492","36","7","4","6","14.1000003814697","10.1999998092651","18.2999992370605","36.2999992370605","5.40000009536743","4.5","4.80000019073486","5.40000009536743","7.30000019073486","38.9000015258789","TCD","Chad","SSA","Least Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1493","37","7","0","8","95.6009674072266","96.9050903320312","94.3469085693359","95.7400283813477","94.7337417602539","","","","","","CHL","Chile","LAC","Less Developed","Completion Rate - Lower Secondary","2017","Not Available","Not Available"
"1494","38","7","0","6","93.1999969482422","93.4000015258789","92.9000015258789","97.1999969482422","88.0","","","","","","CHN","China","EAP","Less Developed","Completion Rate - Lower Secondary","2015","Not Available","Not Available"
"1495","39","7","4","6","77.6074981689453","81.2035064697266","73.8626098632812","83.4374694824219","56.7084083557129","50.9450912475586","71.0095977783203","79.5214080810547","89.6313095092773","94.8433303833008","COL","Colombia","LAC","Less Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1496","40","7","4","3","46.0","45.0","47.4000015258789","56.7999992370605","41.0","19.6000003814697","35.7999992370605","48.0","54.5","61.9000015258789","COM","Comoros","SSA","Least Developed","Completion Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"1497","41","7","5","6","50.338020324707","44.9043502807617","56.4208374023438","60.183967590332","17.9281024932861","6.82939434051514","25.4234714508057","45.5654449462891","64.9725723266602","84.0840911865234","COG","Congo","SSA","Less Developed","Completion Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"1498","42","7","0","0","","","","","","","","","","","COK","Cook Islands","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1499","43","7","5","9","72.8901519775391","75.5388031005859","70.4579467773438","74.7796630859375","68.4348526000977","51.0530433654785","63.0863952636719","77.1192398071289","87.5664443969727","91.0324478149414","CRI","Costa Rica","LAC","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1500","44","7","5","7","28.2999992370605","22.0","36.0","41.7999992370605","11.1000003814697","4.40000009536743","14.0","24.5","30.7999992370605","57.2999992370605","CIV","Côte d'Ivoire","SSA","Less Developed","Completion Rate - Lower Secondary","2016","MICS","Multiple Indicator Cluster Surveys"
"1501","45","7","0","0","","","","","","","","","","","HRV","Croatia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1502","46","7","5","5","96.4142608642578","97.7761535644531","95.1492004394531","96.7009582519531","95.3994216918945","","","","","","CUB","Cuba","LAC","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1503","47","7","0","0","","","","","","","","","","","CYP","Cyprus","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1504","48","7","0","0","","","","","","","","","","","CZE","Czechia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1505","49","7","5","8","99.8000030517578","99.9000015258789","99.8000030517578","99.9000015258789","99.8000030517578","99.5999984741211","","","","","PRK","Democratic People's Republic of Korea","EAP","Less Developed","Completion Rate - Lower Secondary","2017","MICS","Multiple Indicator Cluster Surveys"
"1506","50","7","5","9","54.3862228393555","51.7160110473633","57.5537986755371","71.4219131469727","38.7950172424316","31.1902828216553","38.0581245422363","47.1167831420898","65.0780258178711","83.7985687255859","COD","Democratic Republic of the Congo","SSA","Least Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1507","51","7","0","0","","","","","","","","","","","DNK","Denmark","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1508","52","7","0","0","","","","","","","","","","","DJI","Djibouti","SSA","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1509","53","7","0","0","","","","","","","","","","","DMA","Dominica","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1510","54","7","5","5","82.5","89.1999969482422","75.9000015258789","85.0999984741211","74.9000015258789","58.0","77.5","87.5999984741211","91.6999969482422","97.1999969482422","DOM","Dominican Republic","LAC","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1511","55","7","0","10","90.1999969482422","91.5999984741211","88.9000015258789","94.1999969482422","84.0999984741211","","","","","","ECU","Ecuador","LAC","Less Developed","Completion Rate - Lower Secondary","2019","Not Available","Not Available"
"1512","56","7","4","5","80.3630752563477","81.2687377929688","79.4076232910156","86.2363128662109","76.9655456542969","70.2351303100586","73.0655975341797","82.2232971191406","83.6628570556641","94.8570327758789","EGY","Egypt","MENA","Less Developed","Completion Rate - Lower Secondary","2014","DHS","Demographic and Health Surveys"
"1513","57","7","5","5","73.3000030517578","73.9000015258789","72.6999969482422","81.9000015258789","59.0","46.7000007629395","64.9000015258789","76.1999969482422","86.0","95.9000015258789","SLV","El Salvador","LAC","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1514","58","7","0","0","","","","","","","","","","","GNQ","Equatorial Guinea","SSA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1515","59","7","0","0","","","","","","","","","","","ERI","Eritrea","SSA","Least Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1516","60","7","0","0","","","","","","","","","","","EST","Estonia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1517","61","7","5","5","50.4708290100098","54.1485290527344","47.1115226745605","67.0369644165039","45.608325958252","25.4059963226318","41.773796081543","45.7851142883301","64.005859375","77.7286071777344","SWZ","Eswatini","SSA","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1518","62","7","4","7","21.0659370422363","22.3371276855469","19.4105358123779","58.03564453125","10.8367319107056","4.34127473831177","6.81098937988281","8.72471141815186","16.0827903747559","54.5837059020996","ETH","Ethiopia","SSA","Least Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1519","63","7","0","0","","","","","","","","","","","FJI","Fiji","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1520","64","7","0","0","","","","","","","","","","","FIN","Finland","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1521","65","7","0","0","","","","","","","","","","","FRA","France","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1522","66","7","4","3","32.4609794616699","32.9050025939941","31.9622688293457","34.7475509643555","13.7907514572144","10.7555255889893","21.6232395172119","29.4570503234863","36.5307121276855","60.4181632995605","GAB","Gabon","SSA","Less Developed","Completion Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"1523","67","7","4","4","48.6978378295898","47.6492691040039","49.8900718688965","64.149284362793","26.9367752075195","26.9947566986084","32.5380439758301","36.5090217590332","56.4802474975586","74.8798522949219","GMB","Gambia","SSA","Least Developed","Completion Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"1524","68","7","5","9","97.6999969482422","97.7811889648438","97.6493148803711","99.0966567993164","95.1382293701172","93.1671295166016","97.2497482299805","97.9415130615234","98.8488006591797","100.0","GEO","Georgia","ECA","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1525","69","7","0","0","","","","","","","","","","","DEU","Germany","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1526","70","7","5","9","47.4225387573242","50.2256851196289","44.9202575683594","60.8134918212891","36.3718910217285","23.1112766265869","27.3375453948975","46.5136299133301","64.5464172363281","80.6460800170898","GHA","Ghana","SSA","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1527","71","7","0","0","","","","","","","","","","","GRC","Greece","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1528","72","7","0","0","","","","","","","","","","","GRD","Grenada","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1529","73","7","4","6","48.2421264648438","45.0906372070312","51.7475166320801","64.3329772949219","35.490047454834","14.9424142837524","26.738302230835","42.3005790710449","65.7577896118164","85.4525985717773","GTM","Guatemala","LAC","Less Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1530","74","7","4","9","25.3988208770752","19.8707904815674","32.7284545898438","45.640453338623","7.82064008712769","3.32200837135315","6.39374589920044","10.7105264663696","28.7200412750244","55.0830078125","GIN","Guinea","SSA","Least Developed","Completion Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"1531","75","7","5","10","17.0500946044922","16.3849868774414","17.81130027771","30.7836780548096","6.70020008087158","4.40801334381104","6.66256713867188","6.17269468307495","18.4707717895508","41.5389671325684","GNB","Guinea-Bissau","SSA","Least Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1532","76","7","5","5","83.5999984741211","87.8000030517578","79.8000030517578","89.1999969482422","81.6999969482422","66.3000030517578","76.6999969482422","88.3000030517578","92.3000030517578","93.9000015258789","GUY","Guyana","LAC","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1533","77","7","4","8","35.0514869689941","38.157829284668","31.908992767334","51.0710601806641","23.1237125396729","7.64721632003784","17.8431282043457","27.8277034759521","47.785228729248","65.3721923828125","HTI","Haiti","LAC","Least Developed","Completion Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"1534","78","7","0","0","","","","","","","","","","","VAT","Holy See","ECA","Not Classified","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1535","79","7","0","9","49.0489883422852","52.1191291809082","45.9396743774414","67.0731735229492","29.5318126678467","22.4376735687256","40.5128211975098","52.3195877075195","63.8069686889648","77.8846130371094","HND","Honduras","LAC","Less Developed","Completion Rate - Lower Secondary","2018","Not Available","Not Available"
"1536","80","7","0","0","","","","","","","","","","","HUN","Hungary","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1537","81","7","0","0","","","","","","","","","","","ISL","Iceland","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"2290","26","5","0","0","","","","","","","","","","","VGB","British Virgin Islands","LAC","Not Classified","Attendance Rate - Upper Secondary","Not Available","Not Available","Not Available"
"1538","82","7","4","7","80.8850021362305","79.2720031738281","82.447998046875","85.5329971313477","78.6259994506836","58.939998626709","75.2419967651367","84.2129974365234","90.2109985351562","96.109001159668","IND","India","SA","Less Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1539","83","7","0","9","61.7278327941895","59.0890159606934","64.3642044067383","77.787467956543","47.0174102783203","41.4619293212891","52.4124031066895","59.0437431335449","69.4150466918945","81.0270767211914","IDN","Indonesia","EAP","Less Developed","Completion Rate - Lower Secondary","2018","Not Available","Not Available"
"1540","84","7","0","0","","","","","","","","","","","IRN","Iran (Islamic Republic of)","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1541","85","7","5","9","46.4000015258789","46.5999984741211","46.2000007629395","50.2999992370605","38.4000015258789","23.1000003814697","35.5","41.0999984741211","56.7000007629395","72.6999969482422","IRQ","Iraq","MENA","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1542","86","7","0","0","","","","","","","","","","","IRL","Ireland","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1543","87","7","0","0","","","","","","","","","","","ISR","Israel","MENA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1544","88","7","0","0","","","","","","","","","","","ITA","Italy","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1545","89","7","5","2","96.5999984741211","96.5","96.5999984741211","97.4000015258789","95.5999984741211","90.4000015258789","99.0","96.6999969482422","98.0999984741211","98.3000030517578","JAM","Jamaica","LAC","Less Developed","Completion Rate - Lower Secondary","2011","MICS","Multiple Indicator Cluster Surveys"
"1546","90","7","0","0","","","","","","","","","","","JPN","Japan","EAP","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1547","91","7","4","9","86.989372253418","87.7880859375","86.2194061279297","86.7941589355469","88.5672988891602","64.9465637207031","81.1180953979492","90.5489196777344","95.2158050537109","98.0822677612305","JOR","Jordan","MENA","Less Developed","Completion Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"1548","92","7","5","6","99.6999969482422","99.6999969482422","99.8000030517578","99.8000030517578","99.6999969482422","99.3000030517578","99.9000015258789","99.9000015258789","99.5999984741211","99.9000015258789","KAZ","Kazakhstan","ECA","Less Developed","Completion Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"1549","93","7","4","5","64.8000030517578","68.5999984741211","61.2000007629395","78.0999984741211","58.7000007629395","36.0","54.2000007629395","68.3000030517578","78.4000015258789","88.4000015258789","KEN","Kenya","SSA","Less Developed","Completion Rate - Lower Secondary","2014","DHS","Demographic and Health Surveys"
"1550","94","7","5","10","78.0950622558594","88.4217758178711","68.8407897949219","83.3333358764648","70.7487487792969","62.1506080627441","71.9134674072266","80.8036346435547","81.896598815918","89.2870483398438","KIR","Kiribati","EAP","Least Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1551","95","7","0","0","","","","","","","","","","","KWT","Kuwait","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1552","96","7","5","9","98.9000015258789","98.9000015258789","99.0","99.3000030517578","98.5999984741211","96.0999984741211","99.6999969482422","99.0999984741211","99.5999984741211","99.4000015258789","KGZ","Kyrgyzstan","ECA","Less Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1553","97","7","0","8","53.540641784668","52.8792037963867","54.2123489379883","77.1032485961914","43.6883544921875","16.4105091094971","39.2778625488281","54.6119613647461","73.392707824707","89.4939346313477","LAO","Lao People's Democratic Republic","EAP","Least Developed","Completion Rate - Lower Secondary","2017","Not Available","Not Available"
"1554","98","7","0","0","","","","","","","","","","","LVA","Latvia","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1555","99","7","0","0","","","","","","","","","","","LBN","Lebanon","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1556","100","7","5","9","44.2999992370605","54.9000015258789","33.4000015258789","68.0","31.0","11.8999996185303","29.2000007629395","42.5","60.2000007629395","72.9000015258789","LSO","Lesotho","SSA","Least Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1557","101","7","4","4","26.1000003814697","23.3999996185303","29.0","35.4000015258789","6.59999990463257","3.0","6.59999990463257","14.0","32.5","51.7000007629395","LBR","Liberia","SSA","Least Developed","Completion Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"1558","102","7","0","0","","","","","","","","","","","LBY","Libya","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1559","103","7","0","0","","","","","","","","","","","LIE","Liechtenstein","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1560","104","7","0","0","","","","","","","","","","","LTU","Lithuania","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1561","105","7","0","0","","","","","","","","","","","LUX","Luxembourg","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1562","106","7","5","9","26.3999996185303","26.5","26.1000003814697","49.0999984741211","19.1000003814697","3.0","7.0","15.1999998092651","34.7000007629395","66.9000015258789","MDG","Madagascar","SSA","Least Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1563","107","7","4","7","22.2000007629395","21.2999992370605","23.1000003814697","51.4000015258789","16.2000007629395","5.5","9.69999980926514","12.0","24.3999996185303","52.5","MWI","Malawi","SSA","Least Developed","Completion Rate - Lower Secondary","2016","DHS","Demographic and Health Surveys"
"1564","108","7","0","0","","","","","","","","","","","MYS","Malaysia","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1565","109","7","0","0","","","","","","","","","","","MDV","Maldives","SA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1566","110","7","5","6","30.2999992370605","25.1000003814697","35.7999992370605","55.4000015258789","21.5","5.30000019073486","12.3999996185303","21.0","34.2999992370605","62.5","MLI","Mali","SSA","Least Developed","Completion Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"1567","111","7","0","0","","","","","","","","","","","MLT","Malta","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1568","112","7","0","0","","","","","","","","","","","MHL","Marshall Islands","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1569","113","7","5","6","45.9483032226562","40.1934127807617","53.4509124755859","50.930233001709","39.7441558837891","40.5843505859375","30.1877708435059","43.120304107666","46.718578338623","61.0449981689453","MRT","Mauritania","SSA","Least Developed","Completion Rate - Lower Secondary","2015","MICS","Multiple Indicator Cluster Surveys"
"1570","114","7","0","0","","","","","","","","","","","MUS","Mauritius","SSA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1571","115","7","0","9","88.5999984741211","89.6999969482422","87.4000015258789","90.8000030517578","81.5","","","","","","MEX","Mexico","LAC","Less Developed","Completion Rate - Lower Secondary","2018","Not Available","Not Available"
"1572","116","7","0","0","","","","","","","","","","","FSM","Micronesia (Federated States of)","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1573","117","7","0","0","","","","","","","","","","","MCO","Monaco","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1574","118","7","5","5","89.7295150756836","93.007698059082","87.1012268066406","95.596061706543","75.9188613891602","70.0159530639648","86.4111404418945","95.0757446289062","97.9938201904297","98.8977127075195","MNG","Mongolia","EAP","Less Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1575","119","7","5","9","94.6740188598633","96.7062911987305","92.7104797363281","93.7388381958008","96.4437408447266","77.270393371582","99.3093566894531","99.1276473999023","100.0","99.5609893798828","MNE","Montenegro","ECA","More Developed","Completion Rate - Lower Secondary","2018","MICS","Multiple Indicator Cluster Surveys"
"1576","120","7","0","0","","","","","","","","","","","MSR","Montserrat","LAC","Not Classified","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1577","121","7","0","0","","","","","","","","","","","MAR","Morocco","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1578","122","7","4","2","12.6238594055176","10.6514472961426","14.9671783447266","24.0260944366455","4.68549966812134","0.841594457626343","1.64420092105865","3.90709519386292","10.4567470550537","34.0460891723633","MOZ","Mozambique","SSA","Least Developed","Completion Rate - Lower Secondary","2011","DHS","Demographic and Health Surveys"
"1579","123","7","4","6","44.8120002746582","45.0139541625977","44.5846481323242","69.2697143554688","33.2562789916992","12.9112787246704","23.9887161254883","40.8266868591309","60.889965057373","74.9092025756836","MMR","Myanmar","EAP","Least Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1580","124","7","4","4","55.7000007629395","62.2999992370605","48.0999984741211","74.1999969482422","32.0","21.8999996185303","33.9000015258789","45.0999984741211","71.0","88.5","NAM","Namibia","SSA","Less Developed","Completion Rate - Lower Secondary","2013","DHS","Demographic and Health Surveys"
"1581","125","7","0","0","","","","","","","","","","","NRU","Nauru","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1582","126","7","5","10","73.0962600708008","75.1461410522461","70.9048538208008","77.5456619262695","64.1385269165039","61.963695526123","68.513786315918","68.8816452026367","77.3900604248047","91.3136901855469","NPL","Nepal","SA","Least Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1583","127","7","0","0","","","","","","","","","","","NLD","Netherlands","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1584","128","7","0","0","","","","","","","","","","","NZL","New Zealand","EAP","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1585","129","7","0","0","","","","","","","","","","","NIC","Nicaragua","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1586","130","7","4","3","5.80797910690308","3.55737352371216","10.3479957580566","21.3298568725586","1.17665696144104","1.01645398139954","0.524744272232056","0.861550331115723","1.61350095272064","19.01416015625","NER","Niger","SSA","Least Developed","Completion Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"1587","131","7","4","9","62.5999984741211","59.2999992370605","66.1999969482422","81.3000030517578","47.0999984741211","17.6000003814697","44.2999992370605","67.0","84.1999969482422","93.4000015258789","NGA","Nigeria","SSA","Less Developed","Completion Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"1588","132","7","0","0","","","","","","","","","","","NIU","Niue","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1589","133","7","5","10","93.9837417602539","95.038703918457","93.0658264160156","92.8548278808594","95.2966842651367","83.641242980957","94.8685150146484","96.400146484375","97.0355682373047","100.0","MKD","North Macedonia","ECA","More Developed","Completion Rate - Lower Secondary","2019","MICS","Multiple Indicator Cluster Surveys"
"1590","134","7","0","0","","","","","","","","","","","NOR","Norway","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1591","135","7","0","0","","","","","","","","","","","OMN","Oman","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1592","136","7","4","9","49.584774017334","44.6223983764648","54.692943572998","66.8844833374023","39.9413871765137","13.3845138549805","34.3735847473145","51.5212707519531","67.5345764160156","86.2066879272461","PAK","Pakistan","SA","Less Developed","Completion Rate - Lower Secondary","2018","DHS","Demographic and Health Surveys"
"1593","137","7","0","0","","","","","","","","","","","PLW","Palau","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1594","138","7","5","4","77.5","80.5999984741211","75.0","85.5","62.9000015258789","53.0999984741211","66.8000030517578","81.0","92.4000015258789","96.3000030517578","PAN","Panama","LAC","Less Developed","Completion Rate - Lower Secondary","2013","MICS","Multiple Indicator Cluster Surveys"
"1595","139","7","0","0","","","","","","","","","","","PNG","Papua New Guinea","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1596","140","7","0","8","80.0","79.1999969482422","80.5999984741211","88.0999984741211","65.8000030517578","63.5999984741211","74.1999969482422","79.8000030517578","88.5","91.9000015258789","PRY","Paraguay","LAC","Less Developed","Completion Rate - Lower Secondary","2017","Not Available","Not Available"
"1597","141","7","4","3","82.5999984741211","82.5999984741211","82.5999984741211","89.0999984741211","62.5","51.9000015258789","73.5999984741211","86.3000030517578","92.6999969482422","97.5999984741211","PER","Peru","LAC","Less Developed","Completion Rate - Lower Secondary","2012","DHS","Demographic and Health Surveys"
"1598","142","7","4","8","81.1212921142578","87.7058715820312","75.1638031005859","84.7883682250977","77.8175659179688","51.7406997680664","76.0940628051758","86.9983978271484","91.1520690917969","95.2685699462891","PHL","Philippines","EAP","Less Developed","Completion Rate - Lower Secondary","2017","DHS","Demographic and Health Surveys"
"1599","143","7","0","0","","","","","","","","","","","POL","Poland","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1600","144","7","0","0","","","","","","","","","","","PRT","Portugal","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1601","145","7","0","0","","","","","","","","","","","QAT","Qatar","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1602","146","7","0","0","","","","","","","","","","","KOR","Republic of Korea","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1603","147","7","5","3","96.5203857421875","97.864143371582","95.0767517089844","97.5642776489258","95.6851348876953","84.3227081298828","92.5111923217773","98.4157028198242","99.137565612793","99.5145645141602","MDA","Republic of Moldova","ECA","More Developed","Completion Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"1604","148","7","0","0","","","","","","","","","","","ROU","Romania","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1605","149","7","0","0","","","","","","","","","","","RUS","Russian Federation","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1606","150","7","4","6","27.8999996185303","30.1000003814697","25.2999992370605","46.4000015258789","22.6000003814697","11.3999996185303","10.8000001907349","20.2999992370605","33.5999984741211","48.0","RWA","Rwanda","SSA","Least Developed","Completion Rate - Lower Secondary","2015","DHS","Demographic and Health Surveys"
"1607","151","7","0","0","","","","","","","","","","","KNA","Saint Kitts and Nevis","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1608","152","7","5","3","91.8107681274414","98.1437530517578","85.4870986938477","90.7471694946289","92.0357360839844","85.5844955444336","86.760368347168","95.8007583618164","94.6576843261719","97.420524597168","LCA","Saint Lucia","LAC","Less Developed","Completion Rate - Lower Secondary","2012","MICS","Multiple Indicator Cluster Surveys"
"1609","153","7","0","0","","","","","","","","","","","VCT","Saint Vincent and the Grenadines","LAC","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1610","154","7","0","0","","","","","","","","","","","WSM","Samoa","EAP","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1611","155","7","0","0","","","","","","","","","","","SMR","San Marino","ECA","More Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1612","156","7","5","5","33.8081130981445","35.5007743835449","32.1069221496582","35.5780830383301","30.2334213256836","9.28993129730225","22.6334190368652","31.4779472351074","42.180591583252","55.2440910339355","STP","Sao Tome and Principe","SSA","Least Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1613","157","7","0","0","","","","","","","","","","","SAU","Saudi Arabia","MENA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
"1614","158","7","4","10","29.0348281860352","30.4659671783447","27.3970069885254","44.335880279541","12.8922328948975","6.40032052993774","14.8565979003906","30.3590087890625","30.9783630371094","53.6269111633301","SEN","Senegal","SSA","Least Developed","Completion Rate - Lower Secondary","2019","DHS","Demographic and Health Surveys"
"1615","159","7","5","5","98.5999984741211","98.5999984741211","98.5999984741211","97.9000015258789","99.5","91.1999969482422","99.5","99.9000015258789","100.0","100.0","SRB","Serbia","ECA","More Developed","Completion Rate - Lower Secondary","2014","MICS","Multiple Indicator Cluster Surveys"
"1616","160","7","0","0","","","","","","","","","","","SYC","Seychelles","SSA","Less Developed","Completion Rate - Lower Secondary","Not Available","Not Available","Not Available"
