"Fact_ID","Location_ID","Indicator_ID","Source_ID","Year_ID","Obs_Value","ISOCode","CountryAndAreaName","RegionName","DevlopmentStage","Indicator_Type","Data_Year","Source_Type","Source_Desc"
"1431","168","20","2","9","12929.0","SSD","South Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1432","168","20","2","10","12996.0","SSD","South Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1433","169","20","2","7","243.0","ESP","Spain","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1434","169","20","2","8","229.0","ESP","Spain","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1435","169","20","2","9","217.0","ESP","Spain","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1436","169","20","2","10","205.0","ESP","Spain","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1437","170","20","2","7","418.0","LKA","Sri Lanka","SA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1438","170","20","2","8","394.0","LKA","Sri Lanka","SA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1439","170","20","2","9","372.0","LKA","Sri Lanka","SA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1440","170","20","2","10","353.0","LKA","Sri Lanka","SA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1441","171","20","2","7","432.0","PSE","State of Palestine","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1442","171","20","2","8","421.0","PSE","State of Palestine","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1443","171","20","2","9","410.0","PSE","State of Palestine","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1444","171","20","2","10","398.0","PSE","State of Palestine","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1445","172","20","2","7","25162.0","SDN","Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1446","172","20","2","8","24383.0","SDN","Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1447","172","20","2","9","23606.0","SDN","Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1448","172","20","2","10","22850.0","SDN","Sudan","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1449","173","20","2","7","23.0","SUR","Suriname","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1450","173","20","2","8","22.0","SUR","Suriname","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1451","173","20","2","9","21.0","SUR","Suriname","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1452","173","20","2","10","20.0","SUR","Suriname","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1453","174","20","2","7","61.0","SWE","Sweden","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1454","174","20","2","8","60.0","SWE","Sweden","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1455","174","20","2","9","59.0","SWE","Sweden","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1456","174","20","2","10","57.0","SWE","Sweden","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1457","175","20","2","7","43.0","CHE","Switzerland","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1458","175","20","2","8","41.0","CHE","Switzerland","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1459","175","20","2","9","40.0","CHE","Switzerland","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1460","175","20","2","10","39.0","CHE","Switzerland","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1461","176","20","2","7","2670.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1462","176","20","2","8","2370.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1463","176","20","2","9","1913.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1464","176","20","2","10","1620.0","SYR","Syrian Arab Republic","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1465","177","20","2","7","1226.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1466","177","20","2","8","1206.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1467","177","20","2","9","1180.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1468","177","20","2","10","1148.0","TJK","Tajikistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1469","178","20","2","7","1114.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1470","178","20","2","8","1057.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1471","178","20","2","9","1002.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1472","178","20","2","10","951.0","THA","Thailand","EAP","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1473","179","20","2","7","243.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1474","179","20","2","8","234.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1475","179","20","2","9","226.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1476","179","20","2","10","221.0","TLS","Timor-Leste","EAP","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1477","180","20","2","7","5916.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1478","180","20","2","8","5747.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1479","180","20","2","9","5571.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1480","180","20","2","10","5384.0","TGO","Togo","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1481","182","20","2","7","7.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1482","182","20","2","8","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1483","182","20","2","9","7.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1484","182","20","2","10","6.0","TON","Tonga","EAP","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1485","183","20","2","7","40.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1486","183","20","2","8","39.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1487","183","20","2","9","37.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1488","183","20","2","10","35.0","TTO","Trinidad and Tobago","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1489","184","20","2","7","496.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1490","184","20","2","8","499.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1491","184","20","2","9","497.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1492","184","20","2","10","490.0","TUN","Tunisia","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1493","185","20","2","7","2211.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1494","185","20","2","8","2092.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1495","185","20","2","9","1982.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1496","185","20","2","10","1877.0","TUR","Turkey","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1497","186","20","2","7","813.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1498","186","20","2","8","830.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1499","186","20","2","9","831.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1500","186","20","2","10","814.0","TKM","Turkmenistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1501","188","20","2","7","2.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1502","188","20","2","8","1.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1503","188","20","2","9","1.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1504","188","20","2","10","1.0","TUV","Tuvalu","EAP","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1505","189","20","2","7","23080.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1506","189","20","2","8","21842.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1507","189","20","2","9","20836.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1508","189","20","2","10","19591.0","UGA","Uganda","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1509","190","20","2","7","635.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1510","190","20","2","8","605.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1511","190","20","2","9","574.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1512","190","20","2","10","542.0","UKR","Ukraine","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1513","191","20","2","7","112.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1514","191","20","2","8","113.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1515","191","20","2","9","111.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1516","191","20","2","10","109.0","ARE","United Arab Emirates","MENA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1517","192","20","2","7","500.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1518","192","20","2","8","491.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1519","192","20","2","9","482.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1520","192","20","2","10","471.0","GBR","United Kingdom","ECA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1521","193","20","2","7","30083.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1522","193","20","2","8","29514.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1523","193","20","2","9","28891.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1524","193","20","2","10","28435.0","TZA","United Republic of Tanzania","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1525","194","20","2","7","3818.0","USA","United States","NA","More Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1526","194","20","2","8","3732.0","USA","United States","NA","More Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1527","194","20","2","9","3652.0","USA","United States","NA","More Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1528","194","20","2","10","3573.0","USA","United States","NA","More Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1529","195","20","2","7","56.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1530","195","20","2","8","53.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1531","195","20","2","9","50.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1532","195","20","2","10","48.0","URY","Uruguay","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1533","196","20","2","7","1556.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1534","196","20","2","8","1448.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1535","196","20","2","9","1367.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1536","196","20","2","10","1294.0","UZB","Uzbekistan","ECA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1537","197","20","2","7","36.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1538","197","20","2","8","36.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1539","197","20","2","9","36.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1540","197","20","2","10","34.0","VUT","Vanuatu","EAP","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1541","198","20","2","7","1829.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1542","198","20","2","8","1802.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1543","198","20","2","9","1766.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1544","198","20","2","10","1729.0","VEN","Venezuela (Bolivarian Republic of)","LAC","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1545","199","20","2","7","6733.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1546","199","20","2","8","6681.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1547","199","20","2","9","6596.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1548","199","20","2","10","6479.0","VNM","Viet Nam","EAP","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1549","200","20","2","7","11290.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1550","200","20","2","8","11504.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1551","200","20","2","9","12633.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1552","200","20","2","10","12645.0","YEM","Yemen","MENA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1553","201","20","2","7","12140.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1554","201","20","2","8","11987.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1555","201","20","2","9","11975.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1556","201","20","2","10","11721.0","ZMB","Zambia","SSA","Least Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1557","202","20","2","7","8566.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 1-4 years)","2016","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1558","202","20","2","8","8318.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 1-4 years)","2017","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1559","202","20","2","9","7692.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 1-4 years)","2018","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1560","202","20","2","10","7397.0","ZWE","Zimbabwe","SSA","Less Developed","Child deaths (aged 1-4 years)","2019","UN_IGME","United Nations Inter-agency Group for Child Mortality Estimation"
"1561","1","16","3","10","25.75","AFG","Afghanistan","SA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1562","3","16","3","10","0.0","DZA","Algeria","MENA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1563","4","16","3","10","0.0","AND","Andorra","ECA","More Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1564","7","16","3","10","0.0","ATG","Antigua and Barbuda","LAC","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1565","10","16","3","10","0.0","AUS","Australia","EAP","More Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1566","12","16","3","10","0.0","AZE","Azerbaijan","ECA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1567","14","16","3","10","0.0","BHR","Bahrain","MENA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1568","15","16","3","10","0.0","BGD","Bangladesh","SA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1569","16","16","3","10","0.0","BRB","Barbados","LAC","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1570","17","16","3","10","0.0","BLR","Belarus","ECA","More Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1571","20","16","3","10","27.8287982940674","BEN","Benin","SSA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1572","21","16","3","10","10.7443704605103","BTN","Bhutan","SA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1573","24","16","3","10","0.0","BWA","Botswana","SSA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1574","25","16","3","10","5.03463363647461","BRA","Brazil","LAC","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1575","26","16","3","10","0.0","VGB","British Virgin Islands","LAC","Not Classified","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1576","29","16","3","10","19.73876953125","BFA","Burkina Faso","SSA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1577","30","16","3","10","5.07040882110596","BDI","Burundi","SSA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1578","31","16","3","10","1.25646674633026","CPV","Cabo Verde","SSA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1579","32","16","3","10","38.3443298339844","KHM","Cambodia","EAP","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1580","33","16","3","10","49.3290557861328","CMR","Cameroon","SSA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1581","35","16","3","10","59.0","CAF","Central African Republic","SSA","Least Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1582","38","16","3","10","41.9333343505859","CHN","China","EAP","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1583","41","16","3","10","39.6070594787598","COG","Congo","SSA","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
"1584","42","16","3","10","0.0","COK","Cook Islands","EAP","Less Developed","WASH - Schools with no sanitation service","2019","WHO/UNICEF Joint Monitoring Programme","WHO/UNICEF Joint Monitoring Programme"
